id,FIRST_INTRODUCED,time
Method_$\gamma$-MoD,FIRST_INTRODUCED,2024
Method_-OSCA,FIRST_INTRODUCED,2024
Method_0.8_V,FIRST_INTRODUCED,2023
Method_1-bit_post-training_quantization,FIRST_INTRODUCED,2024
Method_1D-Touch,FIRST_INTRODUCED,2023
Method_2D-3D_contrastive_learning,FIRST_INTRODUCED,2024
Method_2D_and_3D,FIRST_INTRODUCED,2022
Method_2D_graph_masking,FIRST_INTRODUCED,2024
Method_3D_Modelling,FIRST_INTRODUCED,2024
Method_3D_denoising,FIRST_INTRODUCED,2024
Method_3D_medical_image_analysis,FIRST_INTRODUCED,2024
Method_3D_parallelism,FIRST_INTRODUCED,2023
Method_5-turbo,FIRST_INTRODUCED,2024
Method_A2T,FIRST_INTRODUCED,2021
Method_A3CG_-_Aspect-Action_Analysis_with_Cross-Category_Generalization,FIRST_INTRODUCED,2025
Method_AA,FIRST_INTRODUCED,2023
Method_AAC,FIRST_INTRODUCED,2021
Method_AAD,FIRST_INTRODUCED,2020
Method_AAGP,FIRST_INTRODUCED,2024
Method_ABAC,FIRST_INTRODUCED,2024
Method_ACE,FIRST_INTRODUCED,2018
Method_ACT,FIRST_INTRODUCED,2024
Method_ADA,FIRST_INTRODUCED,2023
Method_ADC,FIRST_INTRODUCED,2024
Method_ADOPT,FIRST_INTRODUCED,2024
Method_AED,FIRST_INTRODUCED,2024
Method_AER-LLM,FIRST_INTRODUCED,2024
Method_AF,FIRST_INTRODUCED,2019
Method_AGR,FIRST_INTRODUCED,2023
Method_AI,FIRST_INTRODUCED,2024
Method_AI-assisted_Paper_Reading,FIRST_INTRODUCED,2023
Method_AI-assisted_Title_and_Abstract_Generation,FIRST_INTRODUCED,2023
Method_AI-based_image_analysis,FIRST_INTRODUCED,2022
Method_AI-based_speed_reading,FIRST_INTRODUCED,2023
Method_AI-driven,FIRST_INTRODUCED,2024
Method_AI/ML,FIRST_INTRODUCED,2024
Method_AI_Coach_Assist,FIRST_INTRODUCED,2023
Method_AKE,FIRST_INTRODUCED,2022
Method_AM,FIRST_INTRODUCED,2023
Method_AMR-to-Text,FIRST_INTRODUCED,2022
Method_AMR-to-text,FIRST_INTRODUCED,2022
Method_AMR_graphs,FIRST_INTRODUCED,2018
Method_AMR_parsing,FIRST_INTRODUCED,2021
Method_AMRs,FIRST_INTRODUCED,2023
Method_AP,FIRST_INTRODUCED,2020
Method_APE,FIRST_INTRODUCED,2021
Method_API_watermarking,FIRST_INTRODUCED,2019
Method_AP_with_Agglomerative_Hierarchical_Clustering,FIRST_INTRODUCED,2024
Method_AQAS,FIRST_INTRODUCED,2023
Method_AR-based_on-the-fly_referencing,FIRST_INTRODUCED,2024
Method_ARDEL,FIRST_INTRODUCED,2024
Method_ARIMA_time-series_forecasting,FIRST_INTRODUCED,2020
Method_AR_method_without_prompts,FIRST_INTRODUCED,2025
Method_AS,FIRST_INTRODUCED,2021
Method_ASAM,FIRST_INTRODUCED,2024
Method_ASP,FIRST_INTRODUCED,2025
Method_ASR,FIRST_INTRODUCED,2024
Method_ASSESS,FIRST_INTRODUCED,2024
Method_ASSO,FIRST_INTRODUCED,2019
Method_AT,FIRST_INTRODUCED,2024
Method_ATE,FIRST_INTRODUCED,2019
Method_ATP_reasoning_strategies,FIRST_INTRODUCED,2024
Method_ATS,FIRST_INTRODUCED,2021
Method_ATTEMPT,FIRST_INTRODUCED,2022
Method_AV,FIRST_INTRODUCED,2023
Method_AWD-LSTM,FIRST_INTRODUCED,2020
Method_AWE,FIRST_INTRODUCED,2024
Method_AWP,FIRST_INTRODUCED,2024
Method_A_Neural_Model_for_Regular_Grammar_Induction,FIRST_INTRODUCED,2022
Method_AbsChiSMI,FIRST_INTRODUCED,2020
Method_Abstract_Meaning_Representation,FIRST_INTRODUCED,2024
Method_Abstract_Meaning_Representation_(AMR)_graphs,FIRST_INTRODUCED,2023
Method_Accelerating_Large_Language_Model_Inference_via_Sparsity-Aware_KV_Caching,FIRST_INTRODUCED,2024
Method_Accelerating_Training_of_Transformer-Based_Language_Models_with_Progressive_Layer_Dropping,FIRST_INTRODUCED,2020
Method_Active_Learning,FIRST_INTRODUCED,2022
Method_Active_Transfer_Learning,FIRST_INTRODUCED,2020
Method_Active_learning,FIRST_INTRODUCED,2023
Method_Adam,FIRST_INTRODUCED,2025
Method_AdamW,FIRST_INTRODUCED,2024
Method_Adapter,FIRST_INTRODUCED,2022
Method_AdapterBias,FIRST_INTRODUCED,2022
Method_Adapter_Pruning_using_Tropical_Characterization,FIRST_INTRODUCED,2023
Method_Adapter_lightweight_fine-tuning,FIRST_INTRODUCED,2023
Method_Adapter_tuning,FIRST_INTRODUCED,2021
Method_Adapters,FIRST_INTRODUCED,2023
Method_Adaptive_Attention_Mechanism_Guided_Prompting,FIRST_INTRODUCED,2024
Method_Adaptive_Fusion,FIRST_INTRODUCED,2022
Method_Adaptive_Gating_in_Mixture-of-Experts_based_Language_Models,FIRST_INTRODUCED,2023
Method_Adaptive_Hybrid_Masked_Model,FIRST_INTRODUCED,2021
Method_Adaptive_Hybrid_Masking,FIRST_INTRODUCED,2020
Method_Adaptive_Learning_Rate,FIRST_INTRODUCED,2024
Method_Adaptive_Prompt_Learning-based_Few-Shot_Sentiment_Analysis,FIRST_INTRODUCED,2022
Method_Adaptive_Prompting,FIRST_INTRODUCED,2024
Method_Adaptive_Sampled_Softmax_with_Kernel_Based_Sampling,FIRST_INTRODUCED,2017
Method_Adaptive_Sharing_Low-Rank_Adaptation_Across_Layers,FIRST_INTRODUCED,2024
Method_Adaptive_Tuning_Active_Learning,FIRST_INTRODUCED,2020
Method_Adaptive_expansion,FIRST_INTRODUCED,2024
Method_Adaptive_inference,FIRST_INTRODUCED,2023
Method_Adaptivity_without_Compromise,FIRST_INTRODUCED,2021
Method_Advanced_NLP_and_Pseudo_Labeling,FIRST_INTRODUCED,2024
Method_Advanced_Optical_Character_Recognition_techniques,FIRST_INTRODUCED,2024
Method_Advantage_Model_and_Selective_Rehearsal,FIRST_INTRODUCED,2023
Method_Adversarial-MidiBERT,FIRST_INTRODUCED,2024
Method_AdversarialAddition,FIRST_INTRODUCED,2022
Method_AdversarialModification,FIRST_INTRODUCED,2022
Method_Adversarial_Attack_and_Defense_of_Structured_Prediction_Models,FIRST_INTRODUCED,2020
Method_Adversarial_Contrastive_Learning,FIRST_INTRODUCED,2023
Method_Adversarial_Filtering,FIRST_INTRODUCED,2019
Method_Adversarial_Inverse_Reinforcement_Learning,FIRST_INTRODUCED,2022
Method_Adversarial_Sensitivity,FIRST_INTRODUCED,2024
Method_Adversarial_Training,FIRST_INTRODUCED,2024
Method_Adversarial_Weights_Perturbation,FIRST_INTRODUCED,2024
Method_Adversarial_self-Supervised_Data-Free_Distillation,FIRST_INTRODUCED,2020
Method_Affinity_Propagation,FIRST_INTRODUCED,2023
Method_Agentic_AI_Natural_Language-Based_Frameworks,FIRST_INTRODUCED,2025
Method_Agentic_Reward_Modeling,FIRST_INTRODUCED,2025
Method_Aggregate_Selective_State_Space_Modeling,FIRST_INTRODUCED,2025
Method_Aida,FIRST_INTRODUCED,2022
Method_AirBone_authentication,FIRST_INTRODUCED,2023
"Method_Align,_Mask_and_Select",FIRST_INTRODUCED,2019
Method_Alignment_and_Generation,FIRST_INTRODUCED,2025
Method_Alternates_between_Tuning_and_Merging,FIRST_INTRODUCED,2024
Method_Alternating_Direction_Method_of_Multipliers,FIRST_INTRODUCED,2016
Method_Ambiguity_augmentation,FIRST_INTRODUCED,2023
Method_An_Efficient_Multilingual_Language_Model_Compression_through_Vocabulary_Trimming,FIRST_INTRODUCED,2023
Method_Analysis_of_Variance,FIRST_INTRODUCED,2023
Method_Analyzing_Energy_Consumption_in_Text_Summarization,FIRST_INTRODUCED,2025
Method_Analyzing_Teaching_Moves,FIRST_INTRODUCED,2023
Method_Anatomy-Guided_Weakly-Supervised_Abnormality_Localization_in_Chest_X-rays,FIRST_INTRODUCED,2022
Method_Android-COCO,FIRST_INTRODUCED,2021
Method_Anesthetics,FIRST_INTRODUCED,2025
Method_Annealing-KD,FIRST_INTRODUCED,2021
Method_Annotate,FIRST_INTRODUCED,2021
Method_AntSynNET,FIRST_INTRODUCED,2017
Method_Anytime_Belief_Propagation_Using_Sparse_Domains,FIRST_INTRODUCED,2013
Method_Application_analysis,FIRST_INTRODUCED,2022
Method_Arabic_NLP_Techniques,FIRST_INTRODUCED,2023
Method_Arabic_pretrained_language_models,FIRST_INTRODUCED,2024
Method_Argument_Mining,FIRST_INTRODUCED,2023
Method_Argumentation_Scheme_for_Clinical_Discussion,FIRST_INTRODUCED,2024
Method_Artificial_Intelligence,FIRST_INTRODUCED,2022
Method_Artificial_Neural_Networks,FIRST_INTRODUCED,2021
Method_Artificial_intelligence-aided_protein_engineering,FIRST_INTRODUCED,2023
Method_Ascend_server_debugging,FIRST_INTRODUCED,2024
Method_Ask_and_Framing_Detection,FIRST_INTRODUCED,2020
Method_Aspect-Based_Sentiment_Analysis,FIRST_INTRODUCED,2024
Method_Aspect-based_Sentiment_Evaluation_of_Chess_Moves,FIRST_INTRODUCED,2024
"Method_Assessing,_Refining,_and_Engaging_in_legal_argumentation",FIRST_INTRODUCED,2020
Method_Assessing_and_Understanding_Creativity_in_Large_Language_Models,FIRST_INTRODUCED,2024
Method_Astroformer,FIRST_INTRODUCED,2023
Method_Attacking_to_Training,FIRST_INTRODUCED,2021
Method_AttendOut,FIRST_INTRODUCED,2021
Method_AttentionMix,FIRST_INTRODUCED,2023
Method_Attention_Masking_with_Multi-way_Interactions,FIRST_INTRODUCED,2024
Method_Attention_Models,FIRST_INTRODUCED,2017
Method_Attention_Pruning,FIRST_INTRODUCED,2020
